restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
3124,Spicy Restaurant,3.8,"Biryani, Andhra, North Indian, Street Food, Kebab",20,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/spicy-restaurant-btm-bangalore/order,250
3125,Grill Hut,4.2,"Kebab, Rolls, North Indian",858,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/grill-hut-kaggadasapura/order,175
3126,Facecake,3.1,"Bakery, Desserts",46,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/facecake-3-kr-puram-bangalore/order,200
3127,Carnival de Goa,3.6,"Goan, Mangalorean, Pizza, Seafood, Desserts, Beverages",345,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/carnival-de-goa-ulsoor/order,500
1426,Swiss Cream,4,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages",7113,"Old Madras Road, Bangalore",77.6962756,13.0086263,https://www.zomato.com/bangalore/swiss-cream-old-madras-road-bangalore/order,125
208,Shanthi Sagar,3.5,"South Indian, North Indian, Chinese, Street Food, Beverages, Ice Cream, Desserts",4904,"Uttarahalli, Bangalore",77.5455438,12.9055682,https://www.zomato.com/bangalore/shanthi-sagar-uttarahalli-bangalore/order,175
2265,Chinese Daily,4,"Chinese, Asian, Momos, Sichuan",382,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/chinese-daily-bellandur-bangalore/order,300
3128,Phoenix Pizza,4.1,"Pizza, Fast Food",3933,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/phoenix-pizza-jp-nagar-bangalore/order,200
972,Megna's Gourmet,3.6,"Pizza, Fast Food",88,"Rajarajeshwari Nagar, Bangalore",77.5155224,12.9274413,https://www.zomato.com/bangalore/megnas-gourmet-rajarajeshwari-nagar-bangalore/order,150
605,FB Café By Frozen Bottle,3.7,Desserts,3,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/fb-caf%C3%A9-by-frozen-bottle-basavanagudi-bangalore/order,350
3129,The Blue Bawarchi Restaurant,3.2,"Odia, Bengali, North Indian, Chinese, Biryani, Sichuan",431,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/the-blue-bawarchi-restaurant-indiranagar-bangalore/order,100
3130,Sri Chowdeshwari Chinese Corner,4.3,"South Indian, Chinese",66,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/sri-chowdeshwari-chinese-corner-vijay-nagar-bangalore/order,100
1415,The Hole In The Wall Cafe,4.2,"Healthy Food, Sandwich, Burger, Fast Food, Mexican",1356,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-domlur-bangalore/order,200
3131,Pizza Sandwich Burger & More,3.3,"Fast Food, Sandwich, Pizza, Desserts, Shake, Beverages",245,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/pizza-sandwich-burger-more-banashankari-bangalore/order,150
1478,Sardarji Di Rasoi,3,"North Indian, Beverages",57,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/sardarji-di-rasoi-varthur-main-road-whitefield-bangalore/order,200
199,Baskin Robbins,4.5,"Ice Cream, Desserts",662,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/baskin-robbins-1-hsr/order,200
250,Starbucks Coffee,4,"Cafe, Beverages, Desserts",552,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/starbucks-coffee-3-bellandur-bangalore/order,300
3132,Just Bite,3.6,"Chinese, Fast Food, Sandwich, Street Food, Desserts, Juices, Shake, Sichuan",157,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/just-bite-nagarbhavi-bangalore/order,100
3133,Uncle Peter's Pancakes,4.1,Desserts,196,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/uncle-peters-pancakes-whitefield-bangalore/order,250
317,The Sugar Free Keto Kafe - Artinci,4,"Desserts, Ice Cream, Bakery",37,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/the-sugar-free-keto-kafe-artinci-varthur-main-road-whitefield-bangalore/order,150
3134,New Kabab Plaza,4.3,"North Indian, Chinese, Sichuan",2423,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/new-kabab-plaza-1-btm/order,250
1446,Go Native,3.6,"Healthy Food, South Indian, Fast Food, North Indian, Beverages, Desserts",1028,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/go-native-jayanagar/order,500
164,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",6715,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/behrouz-biryani-btm-bangalore/order,500
195,Goli Vadapav No 1,4.2,"Street Food, Burger, Fast Food, Ice Cream",449,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/goli-vadapav-no-1-jp-nagar-bangalore/order,100
3135,Granny’s,3.4,North Indian,57,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/grannys-whitefield-bangalore/order,150
3136,Maha Bhoj,3.3,North Indian,48,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/maha-bhoj-whitefield-bangalore/order,100
1289,Thanco's Natural Ice Cream,4.1,"Ice Cream, Beverages, Desserts",568,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/thancos-natural-ice-cream-btm-bangalore/order,200
1496,Hyderabadi Handi Biryani,3.5,"Andhra, Biryani, Chinese, North Indian",14500,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-marathahalli-bangalore/order,250
253,Blue Tokai Coffee Roasters,4,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich",38,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-jp-nagar-bangalore/order,300
539,Habibi Falafel,4.2,"Arabian, Fast Food, Beverages, Desserts",624,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/habibi-falafel-kammanahalli-bangalore/order,250
1800,Waffle Head,3.9,"Desserts, Waffle",7038,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/waffle-head-btm-bangalore/order,100
3137,Dolci Desserts,4.3,"Cafe, Desserts, Italian, Fast Food, Beverages, Shake",480,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/order,350
204,CakeZone,3.9,"Bakery, Desserts",366,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/cakezone-banaswadi-bangalore/order,100
3138,Umpire Chicken County,3.7,"Chinese, North Indian, Biryani, Rolls",603,"Richmond Road, Bangalore",77.6068229,12.9662452,https://www.zomato.com/bangalore/umpire-chicken-county-richmond-road-bangalore/order,150
308,Pizza Hut,3.4,"Pizza, Fast Food, Desserts, Beverages",3103,"Mantri Square, Malleshwaram, Bangalore",77.6068229,12.9662452,https://www.zomato.com/bangalore/pizza-hut-malleshwaram/order,300
3139,Thela Tapri,4,"Street Food, North Indian, Sandwich, Fast Food, Tea, Beverages",141,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/thela-tapri-btm-bangalore/order,125
3140,Stop N Joy,4.3,"Beverages, Sandwich, Fast Food, Burger, Rolls",380,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/stop-n-joy-vijay-nagar-bangalore/order,150
522,Big Bowl Company,3.6,"North Indian, Chinese, Sichuan",381,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/big-bowl-company-basaveshwara-nagar-bangalore/order,250
636,GLOBO Ice Cream of the World,4.1,Ice Cream,18,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/globo-ice-cream-of-the-world-1-hsr-bangalore/order,100
3141,Indraprastha Restaurant,4.1,"North Indian, Chinese, Biryani",9977,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar/order,300
296,Mealful Rolls - India's Biggest Rolls,4.3,"Rolls, Fast Food, North Indian, Desserts, Beverages",203,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/mealful-rolls-indias-biggest-rolls-seshadripuram-bangalore/order,200
3142,Gunkai Palav,0,"South Indian, Chinese",7,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/gunkai-palav-yeshwantpur-bangalore/order,250
3143,Karavali Deluxe,4.4,"North Indian, Mughlai, Chinese",450,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/karavali-deluxe-yeshwantpur/order,250
3144,Ramdev Sagar,3.9,"South Indian, Chinese, Street Food, North Indian, Biryani, Ice Cream, Beverages, Shake",10500,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/ramdev-sagar-brookefield/order,250
3145,China Bistro,4.2,"Chinese, Asian, Oriental, Thai, Seafood, Beverages, Desserts",1081,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/china-bistro-indiranagar-bangalore/order,800
417,Just Shawarma,3.6,"Lebanese, Fast Food, Beverages",2226,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/just-shawarma-kalyan-nagar-bangalore/order,150
965,Art Of Delight,4,"Ice Cream, Desserts, Waffle, Beverages",241,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/art-of-delight-bannerghatta-road-bangalore/order,150
3146,Buzz A Pizza Wood - Fired Oven Pizza,4,"Pizza, Italian",45,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/buzz-a-pizza-wood-fired-oven-pizza-jp-nagar-bangalore/order,250
1102,Bangaliana,3.6,"Bengali, Seafood",3631,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/bangaliana-1-electronic-city/order,250
181,Five Star Chicken,4,"Roast Chicken, Burger, Fast Food, Wraps",272,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/five-star-chicken-9-btm-bangalore/order,100
3147,Valluvan Cafe,3.8,"Biryani, Chinese, North Indian, Seafood, Mughlai, Fast Food, Kebab, Sichuan",306,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/valluvan-cafe-whitefield-bangalore/order,300
384,Biryani Blues,4.2,"Biryani, Kebab, Hyderabadi",480,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/biryani-blues-koramangala-7th-block-bangalore/order,200
1608,The Fry Shack,0,Fast Food,15,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-fry-shack-whitefield-bangalore/order,125
3148,Rotti Walla,3.8,"North Indian, South Indian, Chinese, Shake",2654,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/rotti-walla-banaswadi-bangalore/order,150
307,Vaigai Vilas,3.4,"Chinese, North Indian, Biryani, South Indian, Beverages",9111,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/vaigai-vilas-whitefield-bangalore/order,225
923,Delicacy,3.9,"Chinese, Thai",8263,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/delicacy-frazer-town/order,350
3149,Aaliyar Ambur Dum Biryani,3.3,Biryani,175,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/aaliyar-ambur-dum-biryani-brigade-road-bangalore/order,100
1145,Savoury Restaurant,3.9,"Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages, Shake, Desserts",9602,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/savoury-restaurant-kammanahalli-bangalore/order,400
3150,Salt Mango Tree,3.7,"Kerala, Biryani, South Indian, Seafood, Desserts, Beverages",1341,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/salt-mango-tree-indiranagar/order,600
1017,Smoke House Deli,4.3,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Continental",331,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/smoke-house-deli-sarjapur-road-bangalore/order,450
3151,Guntur Spice,4.1,"Andhra, Chinese, North Indian, Beverages, Desserts",1059,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/guntur-spice-jp-nagar-bangalore/order,500
277,Cafe Coffee Day,3.5,"Cafe, Fast Food, Coffee, Beverages, Desserts",614,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/cafe-coffee-day-3-hsr/order,300
2914,Stories Bar & Kitchen,4.1,"Bar Food, Chinese, Biryani, North Indian, Italian, BBQ, Desserts",1451,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/stories-bar-kitchen-rajajinagar-bangalore/order,750
780,The Red Box,3.8,"Chinese, Thai, Sichuan",3574,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/the-red-box-indiranagar-bangalore/order,200
3152,Jay Jagannath Bengali Mess,3.6,"North Indian, Chinese",2541,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/jay-jagannath-bengali-mess-yeshwantpur-bangalore/order,150
3153,Sri  Udupi Vaibhav,3.9,"South Indian, North Indian, Chinese, Beverages",973,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,175
673,Dindigul Thalappakatti,3.8,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",4801,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/dindigul-thalappakatti-kalyan-nagar-bangalore/order,450
3154,Aromas Of Biryani,4,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",8520,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/aromas-of-biryani-sarjapur-road-bangalore/order,400
3155,Project Momowala,3.8,"Momos, Rolls",719,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/project-momowala-jp-nagar-bangalore/order,150
1569,Piazza Pizza By Little Italy,3.4,"Pizza, Fast Food",5,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/piazza-pizza-by-little-italy-electronic-city-bangalore/order,200
3156,New Dillibite,0,"North Indian, Chinese",20,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/new-dillibite-ulsoor-bangalore/order,100
1050,Biriyani Zone,3.9,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",7769,"Broadway Building, Whitefield, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/biriyani-zone-1-whitefield/order,400
934,Bucket Biryani,4.1,"North Indian, Biryani, Chinese, Mughlai",715,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/bucket-biryani-brigade-road-bangalore/order,350
3157,Hotel Surya,3.9,South Indian,23,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/hotel-surya-airport-road-bangalore/order,50
211,Cold Stone Creamery,4.2,"Ice Cream, Desserts, Waffle, Shake, Beverages",6693,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/cold-stone-creamery-whitefield/order,200
3158,Grill House,3.9,"North Indian, Chinese, Andhra",1629,"Rajarajeshwari Nagar, Bangalore",77.5155224,12.9274413,https://www.zomato.com/bangalore/grill-house-rajarajeshwari-nagar-bangalore/order,175
376,Cupcake Bliss Cakes & Desserts,3.7,"Bakery, Desserts",1688,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-brookefield-bangalore/order,300
3159,Locally,3.9,South Indian,350,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/locally-sanjay-nagar-bangalore/order,125
726,LunchBox - Meals and Thalis,4.1,North Indian,531,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-banashankari-bangalore/order,200
403,Beijing Bites,3.6,"Chinese, Thai, Seafood, Healthy Food, Sichuan",2404,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/beijing-bites-rajajinagar-bangalore/order,250
3160,Asha Food Camp,4.2,"South Indian, Chinese, North Indian, Fast Food, Beverages, Ice Cream, Desserts",1044,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/asha-food-camp-rajajinagar/order,300
1496,Hyderabadi Handi Biryani,3.8,"Andhra, Biryani, Chinese, North Indian, Mughlai",198,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/hyderabadi-handi-biryani-kalyan-nagar-bangalore/order,250
1363,No Sugar Please!,4.3,"Beverages, Juices, Healthy Food",1983,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/no-sugar-please-bellandur-bangalore/order,200
3161,Bamey's Restro Cafe,4.3,"Asian, Nepalese, Momos",4322,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bameys/order,400
576,GFC Biryani,4.1,"Biryani, Kebab",19,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/gfc-biryani-sanjay-nagar-bangalore/order,125
3162,Rajasthani Taj Restaurant,3.1,"North Indian, Chinese, Street Food, Rajasthani",6340,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/rajasthani-taj-restaurant-btm-bangalore/order,150
3163,Coffee Bites Cafe,3.5,"Coffee, Beverages, Shake, Fast Food, Street Food, Pizza, Burger",21,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/coffee-bites-cafe-1-jayanagar-bangalore/order,100
277,Cafe Coffee Day,3.7,"Cafe, Fast Food, Coffee, Desserts, Beverages",693,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/cafe-coffee-day-6-jp-nagar/order,300
751,Smoor,4.3,"Desserts, Bakery",217,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/smoor-basaveshwara-nagar-bangalore/order,150
179,Tea Time,4,"Tea, Shake, Beverages",22,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/tea-time-3-electronic-city-bangalore/order,125
3164,Brahma Brews,4.3,"Finger Food, Asian, Italian, North Indian, Continental, European, South Indian, Desserts",1002,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore/order,1100
3165,Colombo Idli House,4,South Indian,70,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/colombo-idli-house-jeevan-bhima-nagar-bangalore/order,100
3166,Agarwal Mithai,4,"Street Food, North Indian, Beverages, Desserts",1682,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/agarwal-mithai-electronic-city-bangalore/order,100
483,Bombay Kulfi,4.4,"Ice Cream, Desserts",356,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/bombay-kulfi-kammanahalli-bangalore/order,100
692,Shyam Mishra Juice Centre,4,"Beverages, Juices",132,"Majestic, Bangalore",77.5728757,12.9757079,https://www.zomato.com/bangalore/shyam-mishra-juice-centre-majestic-bangalore/order,100
3167,Malabar Junction Restaurant,4.2,"South Indian, Chinese, Seafood, Beverages, Juices, Sichuan",199,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/malabar-junction-restaurant-kalyan-nagar-bangalore/order,150
1145,Savoury Restaurant,3.7,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani, Beverages, Desserts",20700,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/savoury-restaurant-sarjapur-road/order,400
3168,Dhanraj Ji Chole Bhature,0,"North Indian, Beverages",0,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/dhanraj-ji-chole-bhature-hsr-bangalore/order,100
1579,Pizzarea,3.5,"Pizza, Fast Food",512,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/pizzarea-banaswadi-bangalore/order,250
3169,Kottayam Kunjachan's Restaurant,3.3,"South Indian, Kerala, Biryani",119,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/kottayam-kunjachans-restaurant-kalyan-nagar-bangalore/order,200
1190,The Lassi Corner,3.9,"Beverages, Ice Cream, Desserts, Fast Food, Shake",50,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/the-lassi-corner-hennur-bangalore/order,100
244,Momo Zone - The Momo Company,4.2,"Chinese, Tibetan",287,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/momo-zone-the-momo-company-yeshwantpur-bangalore/order,150
259,Empire Juices And Ice Creams,4.3,"Juices, Beverages, Shake, Ice Cream",1747,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/empire-juices-and-ice-creams-bannerghatta-road-bangalore/order,100
3170,Sri Basaveshvara Khanavali,0,South Indian,13,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/sri-basaveshvara-khanavali-airport-road-bangalore/order,125
3171,Planet Coffee,4.3,"Sandwich, Fast Food, Beverages, Shake",273,"RT Nagar, Bangalore",77.595715,13.0227204,https://www.zomato.com/bangalore/planet-coffee-rt-nagar-bangalore/order,100
1752,Jai Bhavani Dhaba,3.4,"North Indian, Chinese",168,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/jai-bhavani-dhaba-indiranagar-bangalore/order,150
3172,7 Days Restaurant,3.8,"North Indian, Chinese, Arabian, Sichuan",20900,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/7-days-restaurant-electronic-city/order,200
83,LeanCrust Pizza- ThinCrust Experts,4.3,"Pizza, Fast Food, Beverages, Desserts",61,"City Market, Bangalore",77.57627054,12.965718,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-city-market-bangalore/order,400
742,Khichdi Kahani,3.7,North Indian,157,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/khichdi-kahani-1-bommanahalli-bangalore/order,300
3173,2 Mum's Kitchen,4.2,"North Indian, Chinese, Sichuan",2202,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/2-mums-kitchen-marathahalli-bangalore/order,175
3174,New Ankur Restaurant,3.8,"North Indian, Chinese, Mughlai, Sichuan",18,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/new-ankur-restaurant-whitefield-bangalore/order,200
1190,The Lassi Corner,3.7,"Fast Food, Street Food, Sandwich, Juices, Ice Cream, Beverages, Desserts, Shake",19,"Sadashiv Nagar, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-lassi-corner-sadashiv-nagar-bangalore/order,150
1215,TrueCakes,4.3,"Bakery, Desserts",1838,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/truecakes-btm-bangalore/order,100
3175,Mad On Momos,4,Momos,87,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/mad-on-momos-banashankari-bangalore/order,75
673,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",2225,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/dindigul-thalappakatti-brigade-road-bangalore/order,450
437,La Pino'z Pizza,4.1,"Pizza, Italian, Pasta, Fast Food",896,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/la-pinoz-pizza-jayanagar-bangalore/order,250
37,Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.5,"Ice Cream, Desserts",459,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-1-nagawara-bangalore/order,100
784,Biggies Burger,4,"Fast Food, Burger, Beverages",1561,"Church Street, Bangalore",77.6026774,12.9755105,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,150
2590,Puchkas,3.8,"Street Food, North Indian, Fast Food",2335,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/puchkas-sarjapur-road-bangalore/order,100
3176,New Taj Hotel,3.9,"Biryani, Mughlai",51,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/new-taj-hotel-airport-road-bangalore/order,100
97,Absolute Shawarma,3.9,"Lebanese, Rolls",4375,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/absolute-shawarma-bellandur-bangalore/order,150
140,Amma's Pastries,4,Bakery,762,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/ammas-pastries-new-bel-road/order,150
3177,Samosa Camp,3.7,Street Food,103,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/samosa-camp-bommanahalli-bangalore/order,150
3178,Paratha Joint,4.3,North Indian,403,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/paratha-joint-kaggadasapura-bangalore/order,150
3179,6am Biryani,3.9,"Biryani, South Indian",2395,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/6am-biryani-1-electronic-city-bangalore/order,150
2062,Nasi And Mee,4.3,"Asian, Japanese, Singaporean, Malaysian, Thai",1554,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/order,500
3180,Uttara Karnatakada Gama Gama,4.1,South Indian,553,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/uttara-karnatakada-gama-gama-basavanagudi-bangalore/order,100
3181,Vardhas,4,South Indian,8188,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/vardhas-nagawara-bangalore/order,100
644,ITC Master Chef Creations,4.2,"North Indian, Biryani, Mughlai, Rolls, Kebab, Desserts, Modern Indian",306,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/itc-master-chef-creations-rajajinagar-bangalore/order,350
2264,Fabelle Chocolates,4,"Desserts, Bakery",51,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/fabelle-chocolates-jp-nagar-bangalore/order,400
3182,Benbinry's,4,Fast Food,17,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/benbinrys-kalyan-nagar-bangalore/order,300
473,Chinese BAE,4.1,"Chinese, Seafood, Momos, Sichuan",516,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/chinese-bae-jeevan-bhima-nagar-bangalore/order,250
